id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,product_type,item_group_id
L6130,Pack Resaltadores Surtidos x4 - Colores Vibrantes para Organizar,"Organizá tus ideas y destacá lo importante con este pack de resaltadores. Cuatro colores vibrantes para que tus apuntes y documentos cobren vida, haciendo tu estudio o trabajo mucho más eficiente y atractivo. Es el set ideal para darle un toque único a cada tarea. - Cuatro unidades que te garantizan variedad y durabilidad para todas tus tareas, sin quedarte a mitad de camino y siempre con el color justo a mano. - Colores surtidos que te permiten crear un sistema de codificación visual, ideal para estudiar, clasificar información o resaltar prioridades de forma efectiva y rápida. - Aprovechá nuestra oferta especial para equiparte con estos marcadores fluo de calidad al mejor precio y llevar tu organización al siguiente nivel sin gastar de más. Ya sea para el colegio, la facultad, la oficina o tus proyectos personales, este pack de resaltadores es el compañero perfecto. Sumale color a tus tareas diarias y no dejes pasar esta oportunidad. Hacelos tuyos hoy mismo y dale un toque especial a todo lo que resaltás.",in stock,new,9000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6130,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6130_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6130_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6130_003",El Gadget,OFERTAS,
L6138,Lapiceras infantiles Pompón x12 unidades surtidas. Colores y diversión,"¿Buscando lapiceras que diviertan y estimulen la creatividad? Descubrí nuestro pack de Bolígrafos Infantiles Pompón x12 unidades, perfectas para llenar de color y alegría cada dibujo o tarea. - Pack x12 unidades: Ideal para la escuela, la casa o para compartir, siempre tendrás un bolígrafo nuevo y divertido a mano. - Diseño Pompón: Su toque suave y lúdico estimula la imaginación, haciendo que escribir o dibujar sea un momento mucho más entretenido. - Colores surtidos: Cada pack es una sorpresa de variedad, permitiendo a los chicos elegir su lapicera preferida para cada ocasión. - Pensadas para peques: Ergonómicas y seguras, añaden un toque de magia a los útiles escolares, fomentando el amor por el estudio. Son el regalo ideal para cumpleaños, para la vuelta al cole o simplemente para que la creatividad vuele en casa. ¡Hacé de cada hoja un arcoíris! Sumá este pack de lapiceras infantiles Pompón a tu carrito y sorprendé a los chicos hoy mismo.",in stock,new,46000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6138,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6138_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6138_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6138_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6138_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6138_005",El Gadget,Artículos Infantiles,
L6139,Mini Resaltadores Pastel Pack x6 para Apuntes y Estudio,"Dale un toque divertido y organizado a tus apuntes, estudios o trabajo con este pack de mini resaltadores pastel. Son perfectos para destacar lo importante con estilo y alegría. Este set incluye 6 resaltadores para que tengas una variedad de colores vibrantes y así organizar tus ideas o darle un toque único a cada proyecto. Sus tonos pastel transforman tus textos en algo prolijo y estético, sin saturar la vista, ideales para usar en la universidad, la oficina o para tu bullet journal. Gracias a su tamaño mini, son súper prácticos y portátiles. Llévalos siempre con vos, caben en cualquier cartuchera o bolsillo. Añadí diversión y un estilo único a tus tareas diarias, haciendo que el estudio y la organización sean mucho más amigables y creativos. No te pierdas esta oferta para transformar tu forma de estudiar o trabajar. Sumá estos resaltadores pastel a tu carrito hoy y dale un toque de color y eficiencia a tus días. Son un gadget ideal para estudiantes, profesionales o para regalar a cualquier amante de la papelería original.",in stock,new,19500.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6139,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6139_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6139_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6139_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6139_004",El Gadget,OFERTAS,
L6159,Anotador Pop It Redondo para Niños - Colores Surtidos,"Descubrí el Anotador Pop It, la combinación perfecta de diversión y utilidad para los más chicos. Este novedoso cuaderno no solo sirve para tomar notas, sino que también ofrece la relajante y adictiva experiencia sensorial de un Pop It, ideal para mantener la mente activa y las manos ocupadas. - Un cuaderno único que combina la funcionalidad de un anotador con la diversión antiestrés de un Pop It redondo, ¡dos en uno! - Perfecto para chicos: fomenta la creatividad para dibujar, escribir o hacer sus tareas escolares de una forma más entretenida. - Se envían colores surtidos: cada anotador es una sorpresa, ¡ideal para coleccionar o para que cada uno tenga su favorito! Dale a tus hijos, sobrinos o nietos un artículo infantil que amarán. Es el regalo original y funcional que estaban buscando para el día a día o como souvenir. Sumalo al carrito y preparate para la diversión.",in stock,new,4500.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6159,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6159_001,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6159_002,El Gadget,Artículos Infantiles,
L6167,Sacapuntas Astronauta Caja x 24 para Niños - Ideal Souvenir,"Dale un toque espacial a la vuelta al cole o a la hora de dibujar con este pack de sacapuntas Astronauta. Ideales para que los más chicos disfruten mientras mantienen sus lápices siempre listos. - Diseño exclusivo de astronauta: ¡Convierte una tarea diaria en una aventura intergaláctica para los niños! - Caja con 24 unidades: Perfecto para armar souvenirs en cumpleaños, para el aula o para tener siempre repuestos en casa. - Ideal para artículos infantiles: Pensados para las manos pequeñas y el uso frecuente, asegurando durabilidad y diversión. Ya sea para el jardín, la primaria o para regalar en una fiesta, estos sacapuntas son el detalle original que buscabas. Sumá diversión y funcionalidad al carrito y asegurate de tener stock para todas las aventuras.",in stock,new,97500.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6167,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6167_001,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6167_002,El Gadget,Artículos Infantiles,
L6168,Bolígrafos Astronauta x24 unidades surtidas para chicos,"¿Buscás un regalo original o una forma divertida de incentivar la escritura? Descubrí nuestros Bolígrafos con Forma de Astronauta, ideales para chicos y fanáticos del espacio. Estos artículos infantiles no solo son prácticos, sino que también estimulan la imaginación. - Pack x24 unidades: ¡No te quedes sin stock! Ideal para cumpleaños, eventos escolares o para que los chicos compartan con amigos y usen como souvenirs. - Diseño de Astronauta: Sumale diversión a la hora de escribir. Su forma original es perfecta para los amantes del espacio y la aventura. - Colores surtidos: Cada pack trae una linda variedad para que puedan elegir su astronauta favorito o coleccionar todos los modelos. - Artículos infantiles que inspiran: Transformá la tarea en un viaje espacial. Estos bolígrafos son perfectos para el colegio, dibujar o simplemente jugar. Son el detalle perfecto para que la escritura sea siempre una aventura. ¡Sumá este increíble pack de lapiceras a tu carrito y sorprendé a los más chicos de la casa hoy!",in stock,new,88000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6168,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6168_001,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6168_002,El Gadget,Artículos Infantiles,
L6169,Lapiceras dinosaurio infantiles caja x 36 unidades colores surtidos,"Dale un toque prehistórico y divertido a la escritura con estos bolígrafos de dinosaurio. Un pack irresistible para los más chicos, ideal para el colegio, tareas o simplemente para dejar volar la imaginación y la creatividad en cada trazo. Son las lapiceras perfectas para hacer de cada momento una aventura. - Pack de 36 unidades: ideal para compartir en cumples, como souvenir o para tener siempre a mano en casa o el aula, asegurando que la diversión nunca termine. - Diseño exclusivo de dinosaurios: cada bolígrafo convierte la escritura y el dibujo en una aventura lúdica, inspirando la imaginación de los niños. - Colores surtidos y vibrantes: cada caja es una sorpresa con variedad de tonos que alegran cualquier momento de escritura o creación artística infantil. Son el regalo perfecto para amantes de los dinosaurios o para animar cualquier actividad escolar. Dale a los chicos una herramienta divertida que los inspire a escribir y crear. ¡No te quedes sin esta caja x 36 unidades y sumala a tu carrito hoy mismo!",in stock,new,132000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6169,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6169_001,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6169_002,El Gadget,Artículos Infantiles,
L6170,Sacapuntas Dinosaurios Surtidos Caja x24 para Fiestas y Colegios,"¿Buscás un toque de diversión para los útiles escolares o el cotillón de tu próxima fiesta? Descubrí la Caja de Sacapuntas Dinosaurios, ¡ideal para sorprender a los más chicos! Este set combina funcionalidad y fantasía para las manos más pequeñas. Ya no te quedes sin stock ni opciones. Este pack mayorista trae 24 sacapuntas, perfecto para organizar souvenirs de cumpleaños, equipar un aula o tener siempre a mano un detalle original para los chicos. Cada sacapuntas es una sorpresa: vienen con divertidos diseños de dinosaurios en colores surtidos, estimulando la imaginación y haciendo que afilar lápices sea un juego y no una obligación. Pensados especialmente para los reyes de la casa, son artículos infantiles prácticos y seguros para el uso diario en el colegio o en casa, facilitando la tarea de dibujar y escribir con punta perfecta. Animate a llevar alegría y funcionalidad con este set de sacapuntas temáticos. Son el regalo ideal para cualquier niño o el complemento perfecto para una fiesta infantil inolvidable. Sumalos a tu carrito y preparate para ver esas caras de asombro y diversión.",in stock,new,97500.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6170,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6170_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6170_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6170_003",El Gadget,Artículos Infantiles,
L6171,Set 48 bolígrafos dinosaurios surtidos para diversión infantil,"Sorprendé a los más chicos y llená de color cualquier escritorio con este mega set de 48 bolígrafos con forma de dinosaurio, perfectos para desatar la imaginación y hacer la escritura mucho más divertida. Ideales para la escuela, como regalo o para tener un stock original de artículos infantiles. - ¡48 unidades para la diversión que nunca termina! Tené siempre a mano lapiceras originales, ideales para compartir, usar como souvenirs en cumpleaños o para que cada chico elija su favorito. - Diseño de dinosaurio súper original que encanta a los peques, transformando cualquier nota, dibujo o tarea en una verdadera aventura jurásica. - Colores variados y surtidos para que la creatividad vuele alto y cada birome sea una pequeña sorpresa al usarla. No pierdas la oportunidad de agregar un toque jurásico lleno de color y fantasía a los útiles escolares o a cualquier colección de artículos infantiles. ¡Hacelo tuyo hoy y preparate para rugir de alegría!",in stock,new,176000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=L6171,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6171_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6171_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6171_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_L6171_004",El Gadget,Artículos Infantiles,
M1365-001C,Cartera Bandolera Mini Bag Cuero Sintético Rígido con Pompón,"Llevá lo esencial con estilo y comodidad con esta mini cartera bandolera. Su diseño compacto y rígido te asegura un look impecable en cualquier ocasión, protegiendo tus pertenencias más valiosas. Pensada para la mujer moderna que busca practicidad sin resignar tendencia. - Diseño rígido y elegante: Mantiene su forma original para que tu mini bag siempre luzca impecable y sofisticada, combinando con todo tu guardarropa. - Material duradero y suave: Confeccionada en cuero sintético de alta calidad, resistente al uso diario y con un tacto agradable al tacto. - Correa regulable y desmontable: Llevála al hombro o cruzada con total comodidad, adaptándola a tu altura y estilo para cada ocasión. - Interior forrado y protegido: Tus objetos personales como el celular, llaves y billetera estarán seguros y organizados gracias a su forrería completa. - Pompón chic y herrajes metálicos: Un toque distintivo y femenino para tu bandolera, con ganchos y hebillas plateadas que garantizan durabilidad y estilo. Ideal para tu día a día o para esa salida especial, esta mini cartera bandolera es el toque final que buscás. Elegí entre sus colores disponibles y añadí estilo y funcionalidad a tu colección de accesorios. Hacela tuya hoy y lucí un look impecable.",in stock,new,29000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M1365-001C,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001C_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001C_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001C_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001C_004",El Gadget,Accesorios de Moda,
M1365-001D,Mini Bag Bandolera Bordó Cuero Sintético Pompón Elegante,"Descubrí la Mini Bag Cartera Bandolera Bordó, el accesorio ideal para realzar tu estilo. Su diseño moderno y compacto combina funcionalidad con un toque de sofisticación, perfecto para el día a día o una salida especial. - Confeccionada en cuero sintético de textura suave y acabado mate, es súper resistente al uso diario y mantiene su forma impecable gracias a su cuerpo rígido. - Llevá lo esencial protegido: su forrería interna completa cuida tu celular, llaves o billetera, dándote tranquilidad en cada salida. - Personalizá tu look: la correa larga es regulable con hebilla metálica y desmontable con ganchos mosquetón, adaptándose a cada ocasión y a tu altura. - Destacate con estilo: el pompón de piel sintética le suma un detalle femenino y distintivo que no pasa desapercibido. Esta cartera bandolera es la compañera perfecta para la mujer argentina que busca practicidad y elegancia sin esfuerzo. Sumala a tu colección y realzá cada outfit con un toque único.",in stock,new,29000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M1365-001D,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001D_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001D_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001D_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001D_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M1365-001D_005",El Gadget,Accesorios de Moda,
M2013-004A,Cartera Sobre Mujer Transparente Lentejuelas Rosa Fiestas,"Llevá lo esencial con estilo y un toque de brillo con esta cartera sobre transparente para mujer. Es el accesorio de moda perfecto para quienes buscan destacar, ideal para salir y causar impacto. - Mostrá tu estilo sin perder de vista nada: su diseño transparente y materiales de alta resistencia (PVC y PU) te permiten encontrar lo esencial al instante y con facilidad. - Dale un toque único a cada outfit: las lentejuelas móviles en su interior, disponibles en plateado o corazones multicolor, crean un efecto de brillo y movimiento que capta todas las miradas. - Seguridad y color vibrante: su cierre superior reforzado en rosa protege tus pertenencias con un toque de diseño chic y funcional. - Práctica y versátil: incluye una correa de mano desmontable en PU rosa con mosquetón metálico para que la uses como más te convenga. Esta mini cartera es el complemento ideal para esa salida especial, una fiesta o simplemente para realzar tu look diario con un toque audaz y moderno. Su diseño y resistencia te acompañarán en cada momento. Sumala a tu colección de accesorios y brillá con estilo.",in stock,new,15500.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2013-004A,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_005,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_006,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_007,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004A_008",El Gadget,Accesorios de Moda,
M2013-004B,Cartera Sobre Mujer Transparente con Lentejuelas Plateadas Rosa,"Dale un toque de brillo y originalidad a tus looks con esta cartera sobre transparente, el accesorio de moda ideal para llevar lo esencial con estilo y personalidad. Fabricada en PVC de alta resistencia y detalles en PU, esta cartera te asegura durabilidad y un estilo súper moderno que resiste el ritmo de tu día a día. Las lentejuelas móviles en su interior le dan un toque de brillo único, haciendo que tu sobre no pase desapercibido y capturando todas las miradas. Su cierre con cremallera reforzada en color rosa no solo es seguro para tus pertenencias, sino que además complementa el diseño con un toque chic. Llevala cómoda en la mano gracias a su correa desmontable de PU rosa, que te permite tener tus imprescindibles siempre a mano y con total libertad. Perfecta para realzar tus looks de noche o para sumar un toque divertido en cualquier salida. ¡No te quedes sin la tuya y sumala a tu colección de accesorios hoy mismo!",in stock,new,15500.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2013-004B,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004B_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004B_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004B_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004B_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004B_005,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2013-004B_006",El Gadget,Accesorios de Moda,
M2028-001B,Mochila Bolso Morral PU Mujer Sport Chic Estampada Versátil,"¿Buscás un accesorio que te acompañe en todo tu día con estilo y comodidad? Esta mochila bolso morral sport chic estampada es la compañera perfecta para la mujer moderna argentina. - Estilo y Personalidad: Su diseño sport chic con estampados exclusivos te permite lucir única y a la moda, elevando cualquier outfit urbano o casual. - Doble Función, Máxima Comodidad: Usala como mochila para tener las manos libres o como morral cruzado para un look más chic. ¡Se adapta a tu ritmo! - Resistente y Fácil de Mantener: Fabricada en poliuretano (PU) de alta calidad, es suave al tacto, duradera y se limpia en un segundo para que esté siempre impecable. - Tamaño Ideal para Tus Esenciales: Con sus medidas de 20.5x17x9 cm, esta mochila mediana es perfecta para llevar lo indispensable de forma organizada, sin ser un estorbo. - Seguridad y Practicidad: Cuenta con un compartimiento principal de fácil acceso y cierre reforzado, manteniendo tus pertenencias seguras en todo momento. Ideal para tus paseos, viajes cortos o el día a día en la ciudad. Sumá practicidad y un toque distintivo a tu look con este accesorio de moda; ¡hacela tuya hoy y marcá tendencia!",in stock,new,22000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2028-001B,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001B_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001B_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001B_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001B_004",El Gadget,Accesorios de Moda,
M2028-001C,Mochila Bolso Mujer Sport Chic Estampada PU - Versátil y Liviana,"Esta mochila bolso para mujer combina lo mejor de dos mundos: la practicidad que necesitás a diario y el estilo sport chic más actual. Perfecta para quienes buscan un accesorio de moda que se adapte a cada momento y realce su look. - Olvidate de preocupaciones. Fabricada en poliuretano (PU) de alta calidad, tu mochila es resistente, suave al tacto y se limpia en un minuto, manteniendo su look impecable. - Dale un toque único a tu outfit. Sus estampados exclusivos y el diseño sport chic te aseguran destacarte con personalidad en cualquier ocasión, ya sea en paseos o en tu rutina. - Llevála como quieras. Sus correas ajustables permiten usarla cómodamente como mochila o cruzada tipo morral, adaptándose a tu ritmo y a diferentes estilos. - Todo lo esencial organizado y a mano. Su tamaño mediano es ideal para tus objetos principales, manteniéndolos seguros y accesibles gracias a su compartimiento principal con cierre reforzado. No esperes más para sumar este accesorio de moda indispensable a tu guardarropa. Ideal para tu rutina, una salida con amigas o escapadas, esta mochila bolso te ofrece estilo y funcionalidad sin igual. Hacela tuya hoy y viví la comodidad de un diseño pensado para vos.",in stock,new,22000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2028-001C,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001C_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001C_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001C_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001C_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001C_005",El Gadget,Accesorios de Moda,
M2028-001D,Mochila Bolso Mujer Mediana Estampado Hojas Sport Chic,"Esta mochila bolso es el accesorio perfecto para la mujer argentina que busca combinar estilo y funcionalidad en su día a día. Su diseño sport chic con estampado de hojas te permite llevar todo lo esencial con personalidad y comodidad. - Versatilidad total: Usala como mochila para tener las manos libres o cruzada tipo bolso, adaptándose a tu look y situación en cada momento. - Estilo único: Su diseño sport chic con exclusivos estampados de hojas le dará un toque distintivo a cualquier outfit, destacando tu personalidad. - Durabilidad y fácil cuidado: Confeccionada en poliuretano (PU) de alta calidad, es resistente, suave al tacto y se limpia fácilmente para acompañarte siempre. - Tamaño ideal y seguro: Mediana, liviana y con un compartimento principal de cierre reforzado, es perfecta para tus esenciales sin cargar peso extra. Ideal para paseos, viajes o tu rutina diaria, esta mochila morral es el accesorio clave que te faltaba. Hacela tuya hoy y disfrutá de la perfecta combinación entre moda y practicidad.",in stock,new,22000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2028-001D,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001D_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001D_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001D_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001D_004",El Gadget,Accesorios de Moda,
M2028-001H,Mochila Urbana Mujer Sport Chic Estampada PU - Bolso Morral,"Dale un toque único a tu look diario con esta mochila urbana sport chic estampada. Diseñada para la mujer moderna que busca practicidad y estilo, es tu aliada ideal para llevar lo esencial con onda en cualquier momento. - Diseño 2 en 1: usala cómodamente como mochila para el día a día o transformala en un morral cruzado para un estilo más canchero y versátil. - Calidad asegurada: fabricada en poliuretano (PU) de alta calidad, es resistente, suave al tacto y súper fácil de mantener siempre impecable. - Estilo distintivo: sus estampados modernos y ese toque sport chic le dan una personalidad única a todos tus outfits, destacándote adonde vayas. - Espacio inteligente: tamaño mediano ideal para llevar tus imprescindibles organizados, como celular, billetera y llaves, sin sumar peso extra. Perfecta para tus paseos, salidas con amigas o el uso diario en la ciudad. Sumate a la tendencia con esta mochila o bolso morral que no puede faltar en tu guardarropa. ¡Hacela tuya hoy y viví la comodidad con un estilo que te representa!",in stock,new,22000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2028-001H,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001H_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001H_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001H_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2028-001H_004",El Gadget,Accesorios de Moda,
M2062-002,Bolso Bandolera Raffia Tejido Mujer Crochet | Verano y Estilo,"Llevate el estilo del verano a donde vayas con este bolso bandolera de raffia tejida, ideal para complementar tus looks diarios o lucirte en la playa. Fusiona la esencia artesanal del crochet con la funcionalidad que necesitás. - Su diseño en raffia tejida te da un look natural y playero único, perfecto para cualquier ocasión veraniega.- La correa regulable de PU (cuero sintético) te permite llevarlo cómodamente al hombro o cruzado, adaptándose a tu ritmo.- Tus objetos estarán seguros gracias a su cierre a cordón ajustable y el interior totalmente forrado.- ¡Elegí tu estilo! Optá por el modelo con pompones negros para un toque clásico y chic, o el de cerezas rojas para un look juvenil, vibrante y divertido.- Los elegantes herrajes dorados de la hebilla realzan su diseño y aportan un toque distintivo.Este accesorio de moda es el toque final que necesitás para tus outfits de verano, paseos o escapadas. Un bolso súper canchero y práctico que no puede faltar en tu colección de carteras. ¡Elegí el tuyo y hacelo parte de tu verano hoy!",in stock,new,41000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2062-002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-002_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-002_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-002_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-002_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-002_005",El Gadget,Accesorios de Moda,
M2062-004,Bolso Bandolera de Raffia Tejida con Pompones o Cerezas,"Descubrí el bolso de rafia bandolera que va a ser tu compañero ideal este verano. Un accesorio de moda tejido que combina estilo natural y comodidad para tus días de sol. - Sentite fresca y con estilo natural gracias a su confección en raffia tejida, perfecta para el verano. - Llevá tus esenciales con total comodidad y seguridad: su correa regulable de PU te permite usarlo al hombro o cruzado, liberando tus manos. - Protegé tus objetos personales con su cierre a cordón ajustable, manteniendo todo seguro mientras disfrutás tu día. - Cuidá tus pertenencias: el interior está totalmente forrado para mayor protección y durabilidad. - Elegí el modelo que mejor te representa: Pompones Negros para un look clásico, o Cerezas Rojas para un estilo vibrante y divertido. Ambos con elegantes herrajes dorados. Este bolso de rafia es la pieza clave para realzar tus looks de temporada, del paseo urbano a la playa. Sumalo a tu carrito hoy y lucí un estilo único y chic.",in stock,new,41000.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2062-004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-004_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-004_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-004_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-004_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-004_005,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2062-004_006",El Gadget,Accesorios de Moda,
M2071-002,Cartera Bandolera Mujer Holográfica Cuero PU con Cadena,"Con la Cartera Bandolera Holográfica de El Gadget, vas a captar todas las miradas allá donde vayas. Este accesorio es el toque urbano, moderno y vibrante que necesitás para elevar cualquier look, haciéndolo ideal tanto para tus salidas nocturnas como para el día a día en la ciudad. - Confeccionada en cuero sintético PU de alta calidad con un acabado holográfico vibrante que reacciona a la luz, te asegura un estilo único y duradero que no pasa desapercibido. - Su correa versátil combina PU holográfico y una elegante cadena plateada, permitiéndote llevarla cómodamente al hombro o cruzada, adaptándose a tu estilo y a la ocasión. - Cuenta con un cierre de cremallera y herrajes plateados que le dan un toque sofisticado, mientras que su interior totalmente forrado protege tus pertenencias más valiosas. Es el complemento perfecto para mujeres que aman la moda y buscan accesorios que las ayuden a diferenciarse con un toque de originalidad. No esperes más para sumar este bolso bandolera tan llamativo a tu colección. ¡Hacela tuya hoy mismo en El Gadget y brillá!",in stock,new,37500.00 ARS,https://damianes1802-ai.github.io/el-gadget-tienda/producto_detalle.html?sku=M2071-002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_001,"https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_002,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_003,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_004,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_005,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_006,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_007,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_008,https://res.cloudinary.com/deq2ofluf/image/upload/prod_M2071-002_009",El Gadget,Accesorios de Moda,
